File,Key,English (needs Welsh)
"respondToClaim/legalrep/priorityDebtDetails.json","errors.priorityDebtTotal","Enter the total amount the defendant owes for all their priority debts"
"respondToClaim/legalrep/priorityDebtDetails.json","errors.priorityDebtTotalMin","The total amount the defendant owes for all their priority debts must be £0.00 or above"
"respondToClaim/legalrep/priorityDebtDetails.json","errors.priorityDebtTotalMax","The total amount the defendant owes for all their priority debts must be less than £1 billion"
"respondToClaim/legalrep/priorityDebtDetails.json","errors.priorityDebtContribution","Enter the amount the defendant pays towards their priority debts each week or month"
"respondToClaim/legalrep/priorityDebtDetails.json","errors.priorityDebtContributionMin","The amount the defendant pays towards their priority debts each week or month must be £0.00 or above"
"respondToClaim/legalrep/priorityDebtDetails.json","errors.priorityDebtContributionMax","The amount the defendant pays towards their priority debts each week or month must be less than £1 billion"
"respondToClaim/legalrep/priorityDebtDetails.json","errors.priorityDebtContributionFrequency","Select how frequently the defendant pays the amount they entered above"
"respondToClaim/legalrep/priorityDebts.json","paragraph1","Priority debts are debts which could lead to serious consequences if the defendant does not pay them."
"respondToClaim/legalrep/priorityDebts.json","question","Does the defendant have any priority debts?"
"respondToClaim/legalrep/priorityDebts.json","errors.havePriorityDebts","Select if the defendant has any priority debts"
"respondToClaim/legalrep/rentArrearsDispute.json","amountOwedHeading","Amount the defendant owes in rent arrears given by {{claimantName}}:"
"respondToClaim/legalrep/rentArrearsDispute.json","rentArrearsQuestion","Does the defendant owe this amount in rent arrears?"
"respondToClaim/legalrep/rentArrearsDispute.json","rentArrearsOptions.notSure","Defendant is not sure"
"respondToClaim/legalrep/rentArrearsDispute.json","rentArrearsAmountCorrection.label","How much does the defendant believe they owe in rent arrears?"
"respondToClaim/legalrep/rentArrearsDispute.json","errors.rentArrears.required","Select if the defendant owes this amount in rent arrears"
"respondToClaim/legalrep/rentArrearsDispute.json","errors.rentArrearsAmountCorrection.required","Enter the amount the defendant believes they owe in rent arrears"
"respondToClaim/legalrep/rentArrearsDispute.json","errors.rentArrearsAmountCorrection.negativeAmount","The amount the defendant believes they owe in rent arrears must be £0.00 or above"
"respondToClaim/legalrep/rentArrearsDispute.json","errors.rentArrearsAmountCorrection.largeAmount","The amount the defendant believes they owe in rent arrears must be less than £1 billion"
"respondToClaim/legalrep/rentArrearsDispute.json","errors.rentArrearsAmountCorrection.invalidFormat","Enter how much the defendant believes they owe in rent arrears, in the correct format (e.g. if the defendant owes £148, please write £148.00)"
"respondToClaim/legalrep/rentArrearsDispute.json","errors.rentArrears.rentArrearsAmountCorrection","How much does the defendant believe they owe in rent arrears?"
"respondToClaim/legalrep/repaymentsAgreed.json","heading","Repayment agreement"
"respondToClaim/legalrep/repaymentsAgreed.json","repaymentsAgreedQuestion","Has the defendant come to any agreement with {{claimantName}} to repay the arrears since {{dateIssued, ordinalDate}}?"
"respondToClaim/legalrep/repaymentsAgreed.json","options.imNotSure","Defendant is not sure"
"respondToClaim/legalrep/repaymentsAgreed.json","textAreaLabel","Give details about how much they’ve agreed to pay and when"
"respondToClaim/legalrep/repaymentsAgreed.json","textAreaHint","Enter up to 500 characters"
"respondToClaim/legalrep/repaymentsAgreed.json","errors.repaymentsAgreed","Select if the defendant has come to any agreement with {{claimantName}} to repay the arrears since {{dateIssued, ordinalDate}}"
"respondToClaim/legalrep/repaymentsAgreed.json","errors.repaymentsAgreed.repaymentsAgreedDetails","Give details about how much the defendant has agreed to pay, how often the defendant will pay and when the agreement was made"
"respondToClaim/legalrep/repaymentsMade.json","heading","Previous payments"
"respondToClaim/legalrep/repaymentsMade.json","textAreaLabel","Give details about how much the defendant paid and when"
"respondToClaim/legalrep/repaymentsMade.json","errors.repaymentsInfo","Give details about how much the defendant paid and when"
"respondToClaim/legalrep/repaymentsMade.json","errors.confirmRepaymentsMade","Select if the defendant has paid any money to {{claimantName}} since {{dateIssued, ordinalDate}}"
"respondToClaim/legalrep/selectDefendant.json","pageTitle","Representation"
"respondToClaim/legalrep/selectDefendant.json","heading","Representation"
"respondToClaim/legalrep/selectDefendant.json","detailsHeading","If you’re representing more than one defendant in this case, you must submit a separate response for each one."
"respondToClaim/legalrep/selectDefendant.json","selectDefendantLabel","Which defendant are you completing this response on behalf of?"
"respondToClaim/legalrep/selectDefendant.json","errors.selectDefendant","You must select a defendant to represent"
"respondToClaim/legalrep/startNow.json","provideDetailsInfo","This service is also available <a href=""?lang=en"" class=""govuk-link language"">in English</a>."
"respondToClaim/legalrep/startNow.json","hmctsSupportInfo","If you or the defendant need support to use HMCTS services, like step-free access to a court for the hearing, you can request this after you’ve submitted your response."
"respondToClaim/legalrep/tenancyDateDetails.json","bulletPoint","The tenancy, occupation contract or licence began on {{tenancyStartDate}}"
"respondToClaim/legalrep/tenancyDateDetails.json","options.notSure","Defendant is not sure"
"respondToClaim/legalrep/tenancyDateUnknown.json","question","What is the tenancy, occupation contract or licence start date? (Optional)"
"respondToClaim/legalrep/tenancyTypeDetails.json","insetText","When they made their claim, {{orgname}} had to give details about the type of tenancy, occupation contract or licence agreement the defendant signed to rent their property, and the date it began, if known."
"respondToClaim/legalrep/tenancyTypeDetails.json","notSure","Defendant is not sure"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","pageTitle","Expenses"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","heading","Expenses"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","expenseQuestion","What regular monthly expenses does the defendant have? (Optional)"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","hintText","Select all that apply. The information the defendant provides must be truthful and accurate."
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.householdBillsAmount.required","Enter the amount the defendant pays for household bills"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.householdBillsAmount.negative","The amount the defendant pays for household bills each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.householdBillsAmount.largeAmount","The amount the defendant pays for household bills each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.householdBillsFrequency.required","Select how frequently the defendant pays household bills"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.loanPaymentsAmount.required","Enter the amount the defendant pays for loan payments"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.loanPaymentsAmount.negative","The amount the defendant pays for loan payments each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.loanPaymentsAmount.largeAmount","The amount the defendant pays for loan payments each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.loanPaymentsFrequency.required","Select how frequently the defendant makes loan payments"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.childSpousalMaintenanceAmount.required","Enter the amount the defendant pays for child or spousal maintenance"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.childSpousalMaintenanceAmount.negative","The amount the defendant pays for child or spousal maintenance each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.childSpousalMaintenanceAmount.largeAmount","The amount the defendant pays for child or spousal maintenance each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.childSpousalMaintenanceFrequency.required","Select how frequently the defendant pays child or spousal maintenance"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.mobilePhoneAmount.required","Enter the amount the defendant pays for a mobile phone"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.mobilePhoneAmount.negative","The amount the defendant pays for a mobile phone each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.mobilePhoneAmount.largeAmount","The amount the defendant pays for a mobile phone each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.mobilePhoneFrequency.required","Select how frequently the defendant pays for a mobile phone"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.groceryShoppingAmount.required","Enter the amount the defendant pays for grocery shopping"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.groceryShoppingAmount.negative","The amount the defendant pays for grocery shopping each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.groceryShoppingAmount.largeAmount","The amount the defendant pays for grocery shopping each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.groceryShoppingFrequency.required","Select how frequently the defendant pays for grocery shopping"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.fuelParkingTransportAmount.required","Enter the amount the defendant pays for fuel, parking and transport"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.fuelParkingTransportAmount.negative","The amount the defendant pays for fuel, parking and transport each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.fuelParkingTransportAmount.largeAmount","The amount the defendant pays for fuel, parking and transport each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.fuelParkingTransportFrequency.required","Select how frequently the defendant pays for fuel, parking and transport"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.schoolCostsAmount.required","Enter the amount the defendant pays for school costs"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.schoolCostsAmount.negative","The amount the defendant pays for school costs each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.schoolCostsAmount.largeAmount","The amount the defendant pays for school costs each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.schoolCostsFrequency.required","Select how frequently the defendant pays school costs"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.clothingAmount.required","Enter the amount the defendant pays for clothing"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.clothingAmount.negative","The amount the defendant pays for clothing each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.clothingAmount.largeAmount","The amount the defendant pays for clothing each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.clothingFrequency.required","Select how frequently the defendant pays for clothing"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.otherExpensesAmount.required","Enter the amount the defendant pays for other regular expenses"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.otherExpensesAmount.negative","The amount the defendant pays for other expenses each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.otherExpensesAmount.largeAmount","The amount the defendant pays for other expenses each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatOtherRegularExpensesDoYouHave.json","errors.otherExpensesFrequency.required","Select how frequently the defendant pays for other expenses"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","heading","Income"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","incomeQuestion","What regular income does the defendant receive? (Optional)"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","hintText","Select all that apply. The information the defendant provides must be truthful and accurate."
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","options.incomeFromJobs","Income from all jobs they do"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","options.moneyFromElsewhere","Money from somewhere else (for example, child maintenance payments or someone in the defendant’s household gives them money)"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","subFields.moneyFromElsewhereDetailsHint","Give details about the other sources of income and how much the defendant usually receives a month"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.incomeFromJobsAmount.required","Enter the total amount the defendant receives from all jobs they do"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.incomeFromJobsAmount.negative","The total amount the defendant receives from all jobs they do each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.incomeFromJobsAmount.largeAmount","The total amount the defendant receives from all jobs you do each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.incomeFromJobsFrequency.required","Select how frequently the defendant receives income from all jobs they do"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.pensionAmount.required","Enter the total amount the defendant receives from a state or private pension"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.pensionAmount.negative","The total amount the defendant receives from pension (state and private) each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.pensionAmount.largeAmount","The total amount the defendant receives from pension (state and private) each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.pensionFrequency.required","Select how frequently the defendant receives income from a state or private pension"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.universalCreditAmount.required","Enter the total amount the defendant receives from Universal Credit"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.universalCreditAmount.negative","The total amount the defendant receives from Universal Credit each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.universalCreditAmount.largeAmount","The total amount the defendsnt receives from Universal Credit each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.universalCreditFrequency.required","Select how frequently the defendant receives Universal Credit"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.otherBenefitsAmount.required","Enter the total amount the defendant receives from other benefits and credits"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.otherBenefitsAmount.negative","The total amount the defendant receives from other benefits and credit each week or month must be £0.00 or above"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.otherBenefitsAmount.largeAmount","The total amount the defendant receives from other benefits and credit each week or month must be less than £1 billion"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.otherBenefitsFrequency.required","Select how frequently the defendant receives income from other benefits and credits"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.moneyFromElsewhereDetails.required","Enter details about the money the defendant received from somewhere else and how much the defendant usually receives"
"respondToClaim/legalrep/whatRegularIncomeDoYouReceive.json","errors.moneyFromElsewhereDetails.invalidCharacters","Give details about the other sources of income and how much the defendant usually receives must only include letters a to z, and special characters such as hyphens, spaces and apostrophes"
"respondToClaim/legalrep/wouldYouHaveSomewhereElseToLiveIfYouHadToLeaveYourHome.json","heading","Alternative accommodation"
"respondToClaim/legalrep/wouldYouHaveSomewhereElseToLiveIfYouHadToLeaveYourHome.json","accommodationQuestion","Would the defendant have somewhere else to live if they had to leave their home?"
"respondToClaim/legalrep/wouldYouHaveSomewhereElseToLiveIfYouHadToLeaveYourHome.json","dateLabel","When would they be able to move in? (Optional)"
"respondToClaim/legalrep/wouldYouHaveSomewhereElseToLiveIfYouHadToLeaveYourHome.json","options.notSure","Defendant is not sure"
"respondToClaim/legalrep/wouldYouHaveSomewhereElseToLiveIfYouHadToLeaveYourHome.json","errors.date.notRealDate","The date the defendant would be able to move in must be a real date "
"respondToClaim/legalrep/wouldYouHaveSomewhereElseToLiveIfYouHadToLeaveYourHome.json","errors.date.pastDate","The date the defendant would be able to move in must be in the future"
"respondToClaim/legalrep/wouldYouHaveSomewhereElseToLiveIfYouHadToLeaveYourHome.json","errors.date.invalidValue","The date the defendant would be able to move in must be a real date "
"respondToClaim/legalrep/wouldYouHaveSomewhereElseToLiveIfYouHadToLeaveYourHome.json","errors.date.missingOne","The date the defendant would be able to move in must include a {{missingField}}"
"respondToClaim/legalrep/wouldYouHaveSomewhereElseToLiveIfYouHadToLeaveYourHome.json","errors.date.missingTwo","The date the defendant would be able to move in must include a {{first}} and {{second}}"
"respondToClaim/legalrep/wouldYouHaveSomewhereElseToLiveIfYouHadToLeaveYourHome.json","errors.confirmAlternativeAccommodation","Select if the defendant would have somewhere else to live if they had to leave their home"
"respondToClaim/legalrep/writtenTerms.json","introText","It is required under the Renting Homes Wales Act 2016 for a landlord to send the defendant written terms of the occupation contract."
"respondToClaim/legalrep/writtenTerms.json","question","Has the landlord sent the defendant written terms of the occupation contract?"
"respondToClaim/legalrep/writtenTerms.json","termsQuestion","Has the landlord sent the defendant written terms of the occupation contract?"
"respondToClaim/legalrep/writtenTerms.json","options.imNotSure","Defendant is not sure"
"respondToClaim/legalrep/writtenTerms.json","errors.writtenTerms","Select if the landlord has sent the defendant written terms of the occupation contract"
"respondToClaim/legalrep/yourCircumstances.json","pageTitle","Circumstances"
"respondToClaim/legalrep/yourCircumstances.json","introParagraph","Use this section to give details about any events or circumstances that have impacted the defendant’s case that a judge should know about."
"respondToClaim/legalrep/yourCircumstances.json","bullet1","someone in the defendant’s household has an illness or disability"
"respondToClaim/legalrep/yourCircumstances.json","bullet2","children in the defendant’s household attend a local school"
"respondToClaim/legalrep/yourCircumstances.json","bullet3","the defendant works irregular hours, making it hard to find a new place to live"
"respondToClaim/legalrep/yourCircumstances.json","circumstanceQuestion","Would you like to share anything about the defendant’s circumstances?"
"respondToClaim/legalrep/yourCircumstances.json","textAreaLabel","Give details about the defendant’s circumstances"
"respondToClaim/legalrep/yourCircumstances.json","errors.shareCircumstances","Select if the defendant would like to share anything about their circumstances"
"respondToClaim/legalrep/yourCircumstances.json","errors.circumstancesDetails","Give details about the defendant’s circumstances"
"respondToClaim/legalrep/yourCircumstances.json","errors.circumstancesDetailsInvalidCharacters","The details of their circumstances must only include letters a to z, and special characters such as hyphens, spaces and apostrophes"
"respondToClaim/reasonableAdjustmentsTriage.json","askingForReasonableAdjustmentListItem1","step-free access to the court"
"respondToClaim/reasonableAdjustmentsTriage.json","askingForReasonableAdjustmentListItem2","bringing support with you to the hearing, like an assistance dog"
"respondToClaim/reasonableAdjustmentsTriage.json","askingForReasonableAdjustmentListItem3","documents in an alternative format, like large print"
"respondToClaim/reasonableAdjustmentsTriage.json","askingForReasonableAdjustmentListItem4","regular breaks during a hearing to make you feel more comfortable"
"respondToClaim/reasonableAdjustmentsTriage.json","askingForSomethingElseListItem1","communication and documents in Welsh or to speak Welsh at your hearing"
"respondToClaim/reasonableAdjustmentsTriage.json","askingForSomethingElseListItem2","a language interpreter"
"respondToClaim/reasonableAdjustmentsTriage.json","askingForSomethingElseListItem3","special measures, like giving evidence in private, because you’re vulnerable"
"respondToClaim/responseSubmitted.json","responseSubmittedListItem2","Some people need support to use HMCTS services, like step-free access to a court for a hearing. If you need support and have not already asked for it in your response, contact us. Use the ‘Contact us for help’ link on this page.</a>."
"respondToClaim/responseSubmittedCounterClaimFeePaymentNeeded.json","pageTitle","Response submitted. You must pay your counterclaim fee"
"respondToClaim/responseSubmittedCounterClaimFeePaymentNeeded.json","responseSubmittedCounterClaimFeePaymentNeededListItem1","<a href='{{counterClaimApplicationFeeAmountUrl}}'>Pay your counterclaim fee</a>. If you do not, your counterclaim will not be considered."
"respondToClaim/uploadDocument.json","heading","Upload files (optional)"
"respondToClaim/uploadDocument.json","guidanceText","Upload any files that you think are relevant to your response. The claimant will be able to see the files you upload."
"respondToClaim/uploadDocument.json","beforeUploadHeading","Before you upload your files"
"respondToClaim/uploadDocument.json","beforeUploadText","Give your file a name that explains what it is. For example, 'Receipt of payment from Jane Smith'"
"uploadAdditionalDocuments/checkYourAnswers.json","errors.submitFailed","Your files were not submitted. Try again."
"uploadAdditionalDocuments/confirmIfTheseDocumentsRelateToAnApplication.json","applicationOptionSuspend","Yes, the documents I’m uploading relate to the application to suspend the eviction - submitted on {{date}}"
"uploadAdditionalDocuments/documentsUploaded.json","pageTitle","Documents uploaded"
"uploadAdditionalDocuments/documentsUploaded.json","panelTitle","Documents uploaded"
"uploadAdditionalDocuments/documentsUploaded.json","confirmationBody","We have received the documents you uploaded"
"uploadAdditionalDocuments/documentsUploaded.json","whatHappensNext.body","You do not need to do anything else. We will review the documents."
"uploadAdditionalDocuments/startEvidenceUpload.json","exampleBullet1","evidence that a judge has asked for, like bank statements showing your rent payments"
"uploadAdditionalDocuments/startEvidenceUpload.json","exampleBullet2","photographs of the property in a state of disrepair, like damp in the bathroom"
"uploadAdditionalDocuments/startEvidenceUpload.json","exampleBullet3","a report from an electrician or a plumber, showing evidence of a repair that needs to be done"
"uploadAdditionalDocuments/startEvidenceUpload.json","exampleBullet4","emails or letters from the claimant (your landlord, housing association, or mortgage lender)"
"uploadAdditionalDocuments/uploadYourDocuments.json","guidanceText","You should only upload documents that are relevant to the claim."
"uploadAdditionalDocuments/uploadYourDocuments.json","beforeUploadText","Before you upload the document, give it a name that tells the court what it is, for example ‘witness statement’, or ‘tenancy agreement’."
"uploadAdditionalDocuments/uploadYourDocuments.json","errors.documents.required","Select a file"
"viewTheClaim.json","theClaimEyebrow","The claim"
"viewTheClaim.json","introTextFallback","A property possession claim has been made against you. These are the claimant's answers to the questions they were asked when making their claim."
"viewTheClaim.json","propertyAddressLabel","Property address:"
"viewTheClaim.json","dateIssued","Date issued"
"viewTheClaim.json","dateSubmitted","Date submitted"
"viewTheClaim.json","claimPdfSectionTitle","Download a PDF copy of the claim"
"viewTheClaim.json","claimPdfLabel","Claim (PDF)"
"viewTheClaim.json","documentsHelpSummary","If you cannot find a document that you are looking for in this section"
"viewTheClaim.json","documentsHelpText","All documents uploaded by you or the claimant are on the Documents page."
"viewTheClaim.json","documentsHelpTextBeforeLink","All documents uploaded by you or the claimant are on the"
"viewTheClaim.json","documentsHelpLinkText","Documents page"
"viewTheClaim.json","personsUnknown","Persons unknown"
"viewTheClaim.json","addressUnknown","Address unknown"
"viewTheClaim.json","statementOfTruthBody","I believe the facts stated in this claim form are true. I understand that proceedings for contempt of court may be brought against anyone who makes, or causes to be made, a false statement in a document verified by a statement of truth without an honest belief in its truth."
"viewTheClaim.json","sections.claimantDetails","Claimant details"
"viewTheClaim.json","sections.defendantDetails","Defendant 1 details"
"viewTheClaim.json","sections.additionalDefendantDetails","Additional defendant {{number}} details"
"viewTheClaim.json","sections.claimDetails","Claim details"
"viewTheClaim.json","sections.asb","Alleged antisocial behaviour and illegal or prohibited conduct"
"viewTheClaim.json","sections.rentArrears","Details of rent arrears"
"viewTheClaim.json","sections.actionTaken","Action already taken by the claimant"
"viewTheClaim.json","sections.tenancyDetails","Tenancy, occupation contract or licence details"
"viewTheClaim.json","sections.claimantCircumstances","Claimant circumstances"
"viewTheClaim.json","sections.defendantCircumstances","Defendants’ circumstances"
"viewTheClaim.json","sections.underlesseeTriage","Underlessees or mortgagees entitled to claim relief against forfeiture"
"viewTheClaim.json","sections.underlesseeDetails","Underlessee or mortgagee 1 details"
"viewTheClaim.json","sections.additionalUnderlesseeDetails","Additional underlessee or mortgagee {{number}} details"
"viewTheClaim.json","sections.demotion","Demotion of tenancy"
"viewTheClaim.json","sections.suspension","Suspension of right to buy"
"viewTheClaim.json","sections.prohibitedConduct","Prohibited conduct standard contract"
"viewTheClaim.json","sections.requiredDocuments","Required documents"
"viewTheClaim.json","labels.claimantName","Name"
"viewTheClaim.json","labels.addressForService","Address for service"
"viewTheClaim.json","labels.isExemptLandlord","Is the claimant an exempt landlord under Part 1 of the Housing (Wales) Act 2014?"
"viewTheClaim.json","labels.defendantName","Name"
"viewTheClaim.json","labels.defendantNameKnown","Additional defendant’s name known?"
"viewTheClaim.json","labels.defendantAddressKnown","Additional defendant’s address for service known?"
"viewTheClaim.json","labels.claimantType","Claimant type"
"viewTheClaim.json","labels.trespassClaim","Is your claim a trespass claim?"
"viewTheClaim.json","labels.propertyAddress","Address of the property the claimant is seeking possession of"
"viewTheClaim.json","labels.hasGrounds","Does the claimant have grounds for possession?"
"viewTheClaim.json","labels.groundsForPossession","Grounds for possession"
"viewTheClaim.json","labels.descriptionOfGrounds","Description of grounds"
"viewTheClaim.json","labels.reasonForGround","Reason for claiming possession under ground {{ground}}"
"viewTheClaim.json","labels.whyClaimingPossession","Why is the claimant claiming possession?"
"viewTheClaim.json","labels.otherInfoAboutReasons","Is there any other information the claimant wants to provide about their reasons for possession?"
"viewTheClaim.json","labels.additionalReasons","Additional reasons for possession"
"viewTheClaim.json","labels.isASB","Is it alleged that there is actual or threatened antisocial behaviour?"
"viewTheClaim.json","labels.asbDetails","Details of alleged actual or threatened antisocial behaviour"
"viewTheClaim.json","labels.isIllegalPurposes","Is it alleged that there is actual or threatened use of the premises for illegal purposes?"
"viewTheClaim.json","labels.illegalPurposesDetails","Details of alleged actual or threatened use of the premises for illegal purposes"
"viewTheClaim.json","labels.isOtherProhibitedConduct","Is it alleged that there has been other prohibited conduct?"
"viewTheClaim.json","labels.otherProhibitedConductDetails","Details of other alleged prohibited conduct"
"viewTheClaim.json","labels.rentAmount","Rent amount"
"viewTheClaim.json","labels.howIsRentCalculated","How is rent calculated?"
"viewTheClaim.json","labels.totalRentArrears","Total rent arrears at time of issue"
"viewTheClaim.json","labels.previousSteps","Have there been previous steps taken to recover rent arrears?"
"viewTheClaim.json","labels.previousStepsDetails","Details of previous steps taken to recover rent arrears"
"viewTheClaim.json","labels.judgmentRequested","Judgment requested for the outstanding arrears?"
"viewTheClaim.json","labels.preActionProtocol","Has the pre-action protocol been followed?"
"viewTheClaim.json","labels.preActionProtocolReason","Why has the pre-action protocol not been followed?"
"viewTheClaim.json","labels.mediationAttempted","Has mediation been attempted?"
"viewTheClaim.json","labels.settlementAttempted","Has a settlement tried to be reached?"
"viewTheClaim.json","labels.noticeServed","Has notice been served?"
"viewTheClaim.json","labels.noticeNotServedReason","Statement of why notice has not been served"
"viewTheClaim.json","labels.noticeType","Notice type"
"viewTheClaim.json","labels.noticeServiceMethod","Method of service"
"viewTheClaim.json","labels.noticeDate","Date notice was served"
"viewTheClaim.json","labels.noticeTime","Time notice was served"
"viewTheClaim.json","labels.noticePersonName","Name of person the notice was left with"
"viewTheClaim.json","labels.noticeEmailAddress","Email address the notice was served to"
"viewTheClaim.json","labels.noticeOtherElectronic","Details of how the notice was served by other electronic method"
"viewTheClaim.json","labels.noticeOtherMeans","Details of how the notice was served by other means"
"viewTheClaim.json","labels.canUploadNotice","Can the claimant upload a copy of the notice served?"
"viewTheClaim.json","labels.cannotUploadNoticeReason","Why can the claimant not upload a copy of the notice served?"
"viewTheClaim.json","labels.tenancyType","What type of tenancy, occupation contract or licence is in place, or was in place?"
"viewTheClaim.json","labels.tenancyCopy","Does the claimant have a copy of the tenancy, occupation contract or licence agreement?"
"viewTheClaim.json","labels.tenancyNoCopyReason","Why does the claimant not have a copy of the tenancy, occupation contract or licence agreement?"
"viewTheClaim.json","labels.claimantCircumstancesQuestion","Is there any information the claimant wants to provide about their circumstances?"
"viewTheClaim.json","labels.claimantCircumstancesDetails","Details of claimant circumstances"
"viewTheClaim.json","labels.defendantCircumstancesQuestion","Is there any information the claimant is required to provide, or wants to provide about the defendants’ circumstances?"
"viewTheClaim.json","labels.defendantCircumstancesDetails","Details of defendants’ circumstances"
"viewTheClaim.json","labels.underlesseeName","Name"
"viewTheClaim.json","labels.underlesseeAddress","Address for service"
"viewTheClaim.json","labels.demotionQuestion","In the alternative to possession, is the claimant asking the court to order demotion of tenancy?"
"viewTheClaim.json","labels.demotionHousingAct","Which section of the Housing Act is the demotion of tenancy claim made under?"
"viewTheClaim.json","labels.demotionStatement","Has the claimant served a statement of express terms on the defendants which will apply to the demoted tenancy?"
"viewTheClaim.json","labels.demotionDetails","Details of terms"
"viewTheClaim.json","labels.demotionReason","Reasons for requesting demotion of tenancy"
"viewTheClaim.json","labels.suspensionQuestion","In the alternative to possession, is the claimant asking the court to order suspension of right to buy?"
